,address,bds,cost
326,"The Victor by Windsor | 110 Beverly St, Boston, MA",2 bd,"$4,615+"
327,"Gardner Court Apartments, 72 Gardner St #F1, Allston, MA 02134",4 bds,"$4,395/mo"
328,"735 Truman Apartments, 735 Truman Pkwy, Hyde Park, MA 02136",1 bd,"$2,510+/mo"
329,"Girard | 50 Malden St, Boston, MA",1 bd,"$3,150+"
330,"Girard | 50 Malden St, Boston, MA",2 bd,"$3,835+"
331,"Hub50House | 50 Causeway St, Boston, MA",Studio,"$3,248+"
332,"Hub50House | 50 Causeway St, Boston, MA",1 bd,"$3,815+"
333,"Hub50House | 50 Causeway St, Boston, MA",2 bd,"$4,971+"
334,"112 Jersey ST. | 112 Jersey St, Boston, MA",Studio,"$2,400+"
335,"112 Jersey ST. | 112 Jersey St, Boston, MA",1 bd,"$2,700+"
336,"112 Jersey ST. | 112 Jersey St, Boston, MA",2 bd,"$3,850+"
337,"Diamond Fenway | 9 Miner St, Boston, MA",1 bd,"$3,400+"
338,"Diamond Fenway | 9 Miner St, Boston, MA",2 bd,"$4,800+"
339,"Pierce Boston | 200 Brookline Ave, Boston, MA",Studio,"$4,142+"
340,"Pierce Boston | 200 Brookline Ave, Boston, MA",1 bd,"$4,412+"
341,"Pierce Boston | 200 Brookline Ave, Boston, MA",2 bd,"$8,083+"
342,"Pierce Boston | 200 Brookline Ave, Boston, MA",3 bd,"$10,129+"
343,"656 Saratoga Street | 656 Saratoga St, Boston, MA",1 bd,"$2,700+"
344,"656 Saratoga Street | 656 Saratoga St, Boston, MA",2 bd,"$3,500+"
345,"212 Stuart | 212 Stuart St, Boston, MA",1 bd,"$4,540+"
346,"212 Stuart | 212 Stuart St, Boston, MA",2 bd,"$7,195+"
347,"212 Stuart | 212 Stuart St, Boston, MA",3 bd,"$22,510+"
348,"Troy Boston | 55 Traveler St, Boston, MA",Studio,"$2,785+"
349,"Troy Boston | 55 Traveler St, Boston, MA",1 bd,"$3,350+"
350,"Troy Boston | 55 Traveler St, Boston, MA",2 bd,"$4,065+"
351,"Emerson Place | 1 Emerson Pl, Boston, MA",Studio,"$2,710+"
352,"Emerson Place | 1 Emerson Pl, Boston, MA",1 bd,"$2,975+"
353,"Emerson Place | 1 Emerson Pl, Boston, MA",2 bd,"$4,315+"
354,"381 Congress Lofts | 381 Congress St, Boston, MA",Studio,"$3,049+"
355,"381 Congress Lofts | 381 Congress St, Boston, MA",1 bd,"$3,399+"
356,"Royce Rd, 11 Royce Rd APT 4, Boston, MA 02134",Studio ba,"$1,950/mo"
357,"740 E 7th St, 740 E 7th St APT 18, Boston, MA 02127",1 bd,"$2,450/mo"
358,"Flats on D | 411 D St, Boston, MA",Studio,"$2,709+"
359,"Flats on D | 411 D St, Boston, MA",1 bd,"$2,976+"
360,"Flats on D | 411 D St, Boston, MA",2 bd,"$3,861+"
361,"VELKOR 245 NOMINEE TRUST, 245 Sumner St #104, Boston, MA 02128",2 bds,"$3,475/mo"
362,"Watermark Seaport | 85 Seaport Blvd, Boston, MA",Studio,"$2,649+"
363,"Watermark Seaport | 85 Seaport Blvd, Boston, MA",1 bd,"$3,321+"
364,"Watermark Seaport | 85 Seaport Blvd, Boston, MA",2 bd,"$4,728+"
365,"Thread | 1580 River St, Hyde Park, MA",1 bd,"$2,550+"
366,"Thread | 1580 River St, Hyde Park, MA",2 bd,"$3,050+"
367,"The West End Apartments | 4 Emerson Pl, Boston, MA",Studio,"$2,900+"
368,"The West End Apartments | 4 Emerson Pl, Boston, MA",1 bd,"$3,215+"
369,"The West End Apartments | 4 Emerson Pl, Boston, MA",2 bd,"$4,825+"
370,"Avenir | 101 Canal St, Boston, MA",Studio,"$2,840+"
371,"Avenir | 101 Canal St, Boston, MA",1 bd,"$3,875+"
372,"Avenir | 101 Canal St, Boston, MA",2 bd,"$4,130+"
373,"38 Hemenway | 38 Hemenway St, Boston, MA",Studio,"$2,350+"
374,"38 Hemenway | 38 Hemenway St, Boston, MA",1 bd,"$2,600+"
375,"38 Hemenway | 38 Hemenway St, Boston, MA",2 bd,"$3,400+"
376,"38 Hemenway | 38 Hemenway St, Boston, MA",3 bd,"$4,800+"
377,"455 E 1st St, 455 E 1st St #402, Boston, MA 02127",1 bd,"$4,000/mo"
378,"4, 8, 12 Elko Street, 4 Elko St #810, Brighton, MA 02135",3 bds,"$3,200/mo"
379,"Kilsyth Manor Apartments | 111 Kilsyth Rd, Brighton, MA",1 bd,"$2,395+"
380,"Kilsyth Manor Apartments | 111 Kilsyth Rd, Brighton, MA",2 bd,"$3,125+"
381,"Kilsyth Manor Apartments | 111 Kilsyth Rd, Brighton, MA",3 bd,"$3,595+"
382,"315 on A | 315 A St, Boston, MA",Studio,"$2,905+"
383,"315 on A | 315 A St, Boston, MA",1 bd,"$3,445+"
384,"315 on A | 315 A St, Boston, MA",2 bd,"$4,845+"
385,"Bowdoin School Apartments | 45 Myrtle St, Boston, MA",1 bd,"$3,000+"
386,"Bowdoin School Apartments | 45 Myrtle St, Boston, MA",2 bd,"$3,540+"
387,"33-39 Maverick Square, 33 Maverick Sq #301, Boston, MA 02128",2 bds,"$2,800/mo"
388,"Ashford Street | 53-55 Ashford St, Allston, MA",2 bd,"$2,950+"
389,"Van Ness | 1335 Boylston St, Boston, MA",Studio,"$3,668+"
390,"Van Ness | 1335 Boylston St, Boston, MA",1 bd,"$4,674+"
391,"Morton Village | 65 Morton Village Dr, Mattapan, MA",Studio,"$1,371+"
392,"Morton Village | 65 Morton Village Dr, Mattapan, MA",1 bd,"$1,449+"
393,"Morton Village | 65 Morton Village Dr, Mattapan, MA",2 bd,"$1,729+"
394,"1384 Commonwealth | 1384 Commonwealth Ave, Allston, MA",Studio,"$1,950+"
395,"1384 Commonwealth | 1384 Commonwealth Ave, Allston, MA",1 bd,"$2,300+"
396,"1384 Commonwealth | 1384 Commonwealth Ave, Allston, MA",2 bd,"$2,650+"
397,"1212 Commonwealth ave | 1212 Commonwealth Ave, Allston, MA",1 bd,"$1,950+"
398,"The Towers at Longfellow | 72 Staniford St, Boston, MA",Studio,"$2,525+"
399,"The Towers at Longfellow | 72 Staniford St, Boston, MA",1 bd,"$2,950+"
400,"The Towers at Longfellow | 72 Staniford St, Boston, MA",2 bd,"$4,675+"
401,"The Towers at Longfellow | 72 Staniford St, Boston, MA",3 bd,"$5,575+"
402,"The Sudbury | 100 Sudbury St, Boston, MA",Studio,"$3,495+"
403,"The Sudbury | 100 Sudbury St, Boston, MA",1 bd,"$3,860+"
404,"The Sudbury | 100 Sudbury St, Boston, MA",2 bd,"$6,520+"
405,"The Sudbury | 100 Sudbury St, Boston, MA",3 bd,"$7,485+"
406,"77-81 Park Drive | 77 Park Dr, Boston, MA",1 bd,"$2,800+"
407,"77-81 Park Drive | 77 Park Dr, Boston, MA",2 bd,"$3,800+"
408,"77-81 Park Drive | 77 Park Dr, Boston, MA",3 bd,"$4,400+"
409,"The Alyx | 131 Seaport Blvd, Boston, MA",Studio,"$3,526+"
410,"The Alyx | 131 Seaport Blvd, Boston, MA",1 bd,"$4,413+"
411,"The Alyx | 131 Seaport Blvd, Boston, MA",2 bd,"$5,400+"
412,"The Alyx | 131 Seaport Blvd, Boston, MA",3 bd,"$11,748+"
413,"117 Park Drive | 117 Park Dr, Boston, MA",Studio,"$2,400+"
414,"117 Park Drive | 117 Park Dr, Boston, MA",1 bd,"$2,800+"
415,"117 Park Drive | 117 Park Dr, Boston, MA",2 bd,"$3,850+"
416,"Mercantile Wharf, 111 Atlantic Ave APT 220, Boston, MA 02109",1 bd,"$3,425/mo"
417,"191-195 Park Drive | 191 Park Dr, Boston, MA",Studio,"$2,300+"
418,"191-195 Park Drive | 191 Park Dr, Boston, MA",1 bd,"$2,600+"
419,"191-195 Park Drive | 191 Park Dr, Boston, MA",2 bd,"$3,199+"
420,"39 & 41 Shepard Street | 39 Shepard St, Brighton, MA",1 bd,"$2,495+"
421,"39 & 41 Shepard Street | 39 Shepard St, Brighton, MA",2 bd,"$2,395+"
422,"Avalon Exeter | 77 Exeter St, Boston, MA",Studio,"$4,195+"
423,"Avalon Exeter | 77 Exeter St, Boston, MA",1 bd,"$4,807+"
424,"Avalon Exeter | 77 Exeter St, Boston, MA",2 bd,"$6,645+"
425,"Avalon Exeter | 77 Exeter St, Boston, MA",3 bd,"$12,575+"
426,"32-40 Queensberry | 32 Queensberry St, Boston, MA",Studio,"$2,300+"
427,"32-40 Queensberry | 32 Queensberry St, Boston, MA",1 bd,"$2,500+"
428,"32-40 Queensberry | 32 Queensberry St, Boston, MA",2 bd,"$3,400+"
429,"5 Royce | 5 Royce Rd, Allston, MA",Studio,"$2,000+"
430,"5 Royce | 5 Royce Rd, Allston, MA",1 bd,"$2,400+"
431,"5 Royce | 5 Royce Rd, Allston, MA",2 bd,"$2,700+"
432,"VIA Seaport Residences | 5 Fan Pier Blvd, Boston, MA",Studio,"$2,729+"
433,"VIA Seaport Residences | 5 Fan Pier Blvd, Boston, MA",1 bd,"$3,232+"
434,"VIA Seaport Residences | 5 Fan Pier Blvd, Boston, MA",2 bd,"$5,778+"
435,"VIA Seaport Residences | 5 Fan Pier Blvd, Boston, MA",3 bd,"$7,094+"
436,"Stony Brook Commons | 390 Blue Ledge Dr, Roslindale, MA",Studio,"$1,543+"
437,"Stony Brook Commons | 390 Blue Ledge Dr, Roslindale, MA",1 bd,"$2,684+"
438,"Stony Brook Commons | 390 Blue Ledge Dr, Roslindale, MA",2 bd,"$2,641+"
439,"Stony Brook Commons | 390 Blue Ledge Dr, Roslindale, MA",3 bd,"$3,251+"
440,"11 Parker Hill | 11 Parker Hill Ave, Roxbury Crossing, MA",1 bd,"$2,600+"
441,"11 Parker Hill | 11 Parker Hill Ave, Roxbury Crossing, MA",2 bd,"$3,600+"
442,"1940 Commonwealth | 1940 Commonwealth Ave, Brighton, MA",Studio,"$2,000+"
443,"1940 Commonwealth | 1940 Commonwealth Ave, Brighton, MA",1 bd,"$2,250+"
444,"1940 Commonwealth | 1940 Commonwealth Ave, Brighton, MA",2 bd,"$2,500+"
445,"The Lofts at Atlantic Wharf | 530 Atlantic Ave, Boston, MA",1 bd,"$5,350+"
446,"85 Strathmore | 85 Strathmore Rd, Brighton, MA",Studio,"$1,900+"
447,"85 Strathmore | 85 Strathmore Rd, Brighton, MA",1 bd,"$2,200+"
448,"85 Strathmore | 85 Strathmore Rd, Brighton, MA",2 bd,"$2,500+"
449,"Gardner St, 34 | 34 Gardner St, Boston, MA",Studio,"$1,975+"
450,"Gardner St, 34 | 34 Gardner St, Boston, MA",2 bd,"$2,400+"
451,"Brighton Avenue Apartments, 19-25 | 19-25 Brighton Ave, Allston, MA",1 bd,"$1,900+"
452,"Parklake, 1970 Commonwealth Ave #1980-32, Brighton, MA 02135",1 bd,"$2,100/mo"
453,"741-745 | 741-745 E 6th St, Boston, MA",2 bd,"$3,000+"
454,"741-745 | 741-745 E 6th St, Boston, MA",3 bd,"$3,700+"
455,"95-97 Endicott, 95 Endicott St, Boston, MA 02113",3 bds,"$3,600+/mo"
456,"11 Woodside Ave #3A, Jamaica Plain, MA 02130",3 bds,"$3,100/mo"
457,"9-11 Moraine St #2, Boston, MA 02130",3 bds,"$4,300/mo"
458,"200 Highland St, Roxbury, MA",3 bd,"$3,300+"
459,"345 Commonwealth Ave, Boston, MA",2 bd,"$3,400+"
460,"124 Marine Rd APT 1, South Boston, MA 02127",2 bds,"$3,400/mo"
461,"49 Leyden St #1, East Boston, MA 02128",2 bds,"$3,300/mo"
462,"393 W Broadway, Boston, MA",1 bd,"$2,550+"
463,"393 W Broadway, Boston, MA",2 bd,"$3,200+"
464,"5 Oswald St, Boston, MA",3 bd,"$4,650+"
465,"724 Parker St, Boston, MA",4 bd,"$6,800+"
466,"724 Parker St, Boston, MA",5 bd,"$8,000+"
467,"13 Sachem St, Mission Hill, MA",4 bd,"$7,600+"
468,"13 Sachem St, Mission Hill, MA",6 bd,"$11,400+"
469,"8 Sunset St, Roxbury Crossing, MA",4 bd,"$7,600+"
470,"8 Sunset St, Roxbury Crossing, MA",5 bd,"$8,750+"
471,"719 Parker St, Roxbury, MA",3 bd,"$4,500+"
472,"719 Parker St, Roxbury, MA",4 bd,"$6,000+"
473,"830-3 Huntington Ave, Boston, MA",3 bd,"$4,200+"
474,"830-3 Huntington Ave, Boston, MA",4 bd,"$5,500+"
475,"1778 Commonwealth Ave, Brighton, MA",6 bd,"$9,300+"
476,"1778 Commonwealth Ave, Brighton, MA",8 bd,"$12,000+"
477,"16 Sewall St, Boston, MA",4 bd,"$7,400+"
478,"13-19 Stanhope St, Boston, MA",1 bd,"$5,495+"
479,"13-19 Stanhope St, Boston, MA",2 bd,"$6,725+"
480,"68 Calumet St, Roxbury Crossing, MA",3 bd,"$5,700+"
481,"68 Calumet St, Roxbury Crossing, MA",4 bd,"$7,200+"
482,"4 Farrington Ave, Allston, MA",3 bd,"$3,750+"
483,"4 Farrington Ave, Allston, MA",5 bd,"$6,750+"
484,"78 Hillside St APT 3, Boston, MA 02120",4 bds,"$6,200/mo"
485,"160-162 E Berkeley St, Boston, MA",1 bd,"$4,100+"
486,"160-162 E Berkeley St, Boston, MA",3 bd,"$5,400+"
487,"39 Hemenway St APT 1, Boston, MA 02115",4 bds,"$8,000/mo"
488,"10 Carmel St, Roxbury Crossing, MA",3 bd,"$4,800+"
489,"10 Carmel St, Roxbury Crossing, MA",4 bd,"$7,600+"
490,"419 Hanover St, Boston, MA",2 bd,"$3,200+"
491,"16-18 Highgate St, Allston, MA",1 bd,"$2,450+"
492,"16-18 Highgate St, Allston, MA",2 bd,"$3,200+"
493,"16-18 Highgate St, Allston, MA",4 bd,"$5,295+"
494,"16-18 Highgate St, Allston, MA",5 bd,"$6,825+"
495,"55 Leo M Birmingham Pkwy, Brighton, MA",2 bd,"$4,400+"
496,"235 Park Dr, Boston, MA",1 bd,"$2,475+"
497,"235 Park Dr, Boston, MA",2 bd,"$2,950+"
498,"99 Salem St #2, Boston, MA 02113",2 bds,"$3,200/mo"
499,"34 Raymond St, Allston, MA",5 bd,"$5,000+"
500,"36 Cherokee St, Roxbury Crossing, MA",4 bd,"$6,400+"
501,"36 Cherokee St, Roxbury Crossing, MA",5 bd,"$6,250+"
502,"19 Parker Hill Ave, Boston, MA",4 bd,"$7,600+"
503,"19 Parker Hill Ave, Boston, MA",6 bd,"$11,100+"
504,"298 Commonwealth Ave APT 202, Boston, MA 02115",1 bd,"$3,300/mo"
505,"6 Bellvista Rd, Brighton, MA",2 bd,"$2,500+"
506,"50 Leo M Birmingham Pkwy, Brighton, MA",1 bd,"$3,575+"
507,"50 Leo M Birmingham Pkwy, Brighton, MA",2 bd,"$4,200+"
508,"84-86 Linden St, Allston, MA",2 bd,"$5,450+"
509,"84-86 Linden St, Allston, MA",3 bd,"$5,100+"
510,"84-86 Linden St, Allston, MA",4 bd,"$5,300+"
511,"655 Chiswick Rd, Brighton, MA",1 bd,"$2,950+"
512,"655 Chiswick Rd, Brighton, MA",2 bd,"$3,600+"
513,"44 Hillside St, Roxbury Crossing, MA",4 bd,"$7,600+"
514,"44 Hillside St, Roxbury Crossing, MA",5 bd,"$9,500+"
515,"64 N Margin St, Boston, MA",2 bd,"$4,200+"
516,"88 W Cedar St, Boston, MA",1 bd,"$2,800+"
517,"88 W Cedar St, Boston, MA",2 bd,"$3,500+"
518,"731 Parker St, Roxbury, MA",4 bd,"$6,800+"
519,"168-2 Endicott St, Boston, MA",1 bd,"$2,300+"
520,"168-2 Endicott St, Boston, MA",2 bd,"$3,400+"
521,"168-2 Endicott St, Boston, MA",3 bd,"$4,500+"
522,"185 Hillside St, Mission Hill, MA 02120",5 bds,"$8,000/mo"
523,"89 Hillside St, Mission Hill, MA",3 bd,"$4,700+"
524,"279 Lamartine St, Jamaica Plain, MA",4 bd,"$5,800+"
525,"85 E India Row, Boston, MA",1 bd,"$3,250+"
526,"85 E India Row, Boston, MA",2 bd,"$4,400+"
527,"85 E India Row, Boston, MA",3 bd,"$6,500+"
528,"21 Cleveland Pl, Boston, MA",3 bd,"$3,200+"
529,"202 Corey Rd, Brighton, MA",2 bd,"$2,950+"
530,"1566 Tremont St, Boston, MA",3 bd,"$5,700+"
531,"1566 Tremont St, Boston, MA",4 bd,"$7,400+"
532,"245 Kelton St, Allston, MA",2 bd,"$2,735+"
533,"128 Roxbury St, Boston, MA 02119",5 bds,"$8,000/mo"
534,"47 Hillside St, Mission Hill, MA",3 bd,"$5,700+"
535,"47 Hillside St, Mission Hill, MA",4 bd,"$7,600+"
536,"47 Hillside St, Mission Hill, MA",5 bd,"$9,000+"
537,"207 Hillside St, Mission Hill, MA",3 bd,"$4,200+"
538,"286 Foster St, Brighton, MA",4 bd,"$6,200+"
539,"286 Foster St, Brighton, MA",5 bd,"$7,200+"
540,"64 N Margin St, Boston, MA",2 bd,"$3,850+"
541,"48 Englewood Ave, Brighton, MA",4 bd,"$5,200+"
542,"395 W Broadway, Boston, MA",2 bd,"$3,600+"
543,"395 W Broadway, Boston, MA",3 bd,"$4,400+"
544,"(undisclosed Address), Brighton, MA 02135",2 bds,"$4,795/mo"
545,"67-69 Chiswick Rd, Brighton, MA",Studio,"$2,500+"
546,"67-69 Chiswick Rd, Brighton, MA",1 bd,"$2,050+"
547,"67-69 Chiswick Rd, Brighton, MA",2 bd,"$2,650+"
548,"67-69 Chiswick Rd, Brighton, MA",3 bd,"$3,750+"
549,"17 Highgate St, Boston, MA",4 bd,"$4,640+"
550,"782 Morton St, Mattapan, MA",3 bd,"$3,300+"
551,"42-44 N Beacon St, Allston, MA",3 bd,"$4,500+"
552,"42-44 N Beacon St, Allston, MA",4 bd,"$5,500+"
553,"50 Leo M Birmingham Pkwy, Brighton, MA",Studio,"$3,325+"
554,"50 Leo M Birmingham Pkwy, Brighton, MA",1 bd,"$3,450+"
555,"50 Leo M Birmingham Pkwy, Brighton, MA",2 bd,"$3,800+"
556,"500 Leo M Birmingham Pkwy, Brighton, MA",Studio,"$3,550+"
557,"500 Leo M Birmingham Pkwy, Brighton, MA",1 bd,"$3,540+"
558,"500 Leo M Birmingham Pkwy, Brighton, MA",2 bd,"$4,450+"
559,"28 Raymond St, Allston, MA",5 bd,"$5,500+"
560,"18 Gerald Rd #1, Brighton, MA 02135",6 bds,"$11,200/mo"
561,"14-15 Mount Hood Rd, Brighton, MA",1 bd,"$3,595+"
562,"14-15 Mount Hood Rd, Brighton, MA",2 bd,"$3,795+"
563,"14-15 Mount Hood Rd, Brighton, MA",3 bd,"$4,875+"
564,"14-15 Mount Hood Rd, Brighton, MA",4 bd,"$4,500+"
565,"1171-1173 Boylston St, Boston, MA",Studio,"$2,245+"
566,"1171-1173 Boylston St, Boston, MA",1 bd,"$2,595+"
567,"196 Kelton St, Allston, MA",4 bd,"$4,400+"
568,"(undisclosed Address), Brighton, MA 02135",3 bds,"$3,775/mo"
569,"1 Fairfield Pl, Boston, MA",2 bd,"$3,500+"
570,"4 Garden Court St, Boston, MA",1 bd,"$2,375+"
571,"48 Ashford St, Boston, MA",6 bd,"$7,800+"
572,"48 Ashford St, Boston, MA",7 bd,"$9,500+"
573,"2 Lamson Ct #1B, Boston, MA 02128",4 bds,"$5,500/mo"
574,"26 Ashford St, Boston, MA",2 bd,"$4,575+"
575,"26 Ashford St, Boston, MA",4 bd,"$4,000+"
576,"18-20 Haviland St, Boston, MA",Studio,"$2,737+"
577,"18-20 Haviland St, Boston, MA",2 bd,"$4,315+"
578,"2 Islington St, Allston, MA",4 bd,"$5,000+"
579,"2 Ayr Rd, Brighton, MA",1 bd,"$2,550+"
580,"80 Wallingford Rd, Boston, MA",4 bd,"$4,200+"
581,"122 Peterborough St, Boston, MA",Studio,"$2,250+"
582,"(undisclosed Address), Boston, MA 02215",2 bds,"$3,595/mo"
583,"12A Gerald Rd, Brighton, MA",3 bd,"$3,500+"
584,"12A Gerald Rd, Brighton, MA",5 bd,"$9,000+"
585,"190 Green St, Boston, MA 02130",1 bd,"$2,695/mo"
586,"16 Temple St, Boston, MA",2 bd,"$3,800+"
587,"205 Hillside St, Boston, MA",2 bd,"$3,000+"
588,"205 Hillside St, Boston, MA",3 bd,"$4,200+"
589,"1742 Washington St, Boston, MA",2 bd,"$3,595+"
590,"17 Garrison St, Boston, MA",1 bd,"$2,600+"
591,"353 Dorchester St, Boston, MA",2 bd,"$3,500+"
592,"(undisclosed Address), Allston, MA 02134",Studio ba,"$2,185/mo"
593,"407-409 Washington St, Boston, MA",2 bd,"$3,750+"
594,"407-409 Washington St, Boston, MA",3 bd,"$4,750+"
595,"47 Englewood Ave, Brighton, MA",2 bd,"$3,200+"
596,"41 Hobson St #2, Brighton, MA 02135",5 bds,"$4,800/mo"
597,"55 Park Dr, Boston, MA",Studio,"$2,395+"
598,"55 Park Dr, Boston, MA",3 bd,"$4,295+"
599,"41 Grove St #3A, Boston, MA 02114",2 bds,"$3,800/mo"
600,"104 Warren St, Brighton, MA",2 bd,"$3,475+"
601,"477 Englewood Ave, Brighton, MA",1 bd,"$3,950+"
602,"477 Englewood Ave, Brighton, MA",2 bd,"$3,450+"
603,"61 Selkirk Rd, Boston, MA",1 bd,"$2,470+"
604,"61 Selkirk Rd, Boston, MA",2 bd,"$2,780+"
605,"(undisclosed Address), Allston, MA 02134",5 bds,"$6,200/mo"
606,"9 Radnor Rd, Brighton, MA",4 bd,"$4,800+"
607,"43 Bennett St #2, Brighton, MA 02135",5 bds,"$5,000/mo"
608,"130 Glenville Ave #1A, Allston, MA 02134",3 bds,"$3,300/mo"
609,"61-65 Brookline Ave, Boston, MA",Studio,"$2,250+"
610,"(undisclosed Address), Allston, MA 02134",4 bds,"$6,250/mo"
611,"7 S Waverly St, Brighton, MA",3 bd,"$3,100+"
612,"147 Kelton St, Allston, MA",2 bd,"$3,100+"
613,"40 Brackett St, Brighton, MA",3 bd,"$3,300+"
614,"43 Orkney Rd, Brighton, MA",3 bd,"$4,000+"
615,"43 Orkney Rd, Brighton, MA",4 bd,"$4,400+"
616,"122 Elko St, Brighton, MA",Studio,"$2,790+"
617,"122 Elko St, Brighton, MA",1 bd,"$3,150+"
618,"5 Spofford Rd, Allston, MA",2 bd,"$3,000+"
619,"452A Park Dr, Boston, MA",3 bd,"$4,499+"
620,"(undisclosed Address), Allston, MA 02134",3 bds,"$5,525/mo"
621,"130 Newton St, Brighton, MA",3 bd,"$3,300+"
622,"127-131 Sutherland Rd, Brighton, MA",1 bd,"$2,695+"
623,"127-131 Sutherland Rd, Brighton, MA",2 bd,"$2,725+"
624,"127-131 Sutherland Rd, Brighton, MA",5 bd,"$6,000+"
625,"(undisclosed Address), Brighton, MA 02135",1 bd,"$2,425/mo"
626,"10-20 Pratt St, Allston, MA",5 bd,"$6,400+"
627,"10-20 Pratt St, Allston, MA",6 bd,"$6,500+"
628,"(undisclosed Address), Allston, MA 02134",5 bds,"$5,500/mo"
629,"64 Brooks St, Brighton, MA",3 bd,"$3,100+"
630,"35 Falkland St #1, Brighton, MA 02135",3 bds,"$3,300/mo"
631,"6 Harvard Ter #1, Allston, MA 02134",3 bds,"$4,200/mo"
632,"155 Euston Rd #14, Brighton, MA 02135",Studio ba,"$2,575/mo"
633,"10-20 Farrington Ave, Allston, MA",Studio,"$2,360+"
634,"10-20 Farrington Ave, Allston, MA",1 bd,"$2,700+"
635,"10-20 Farrington Ave, Allston, MA",3 bd,"$4,095+"
636,"10-20 Farrington Ave, Allston, MA",5 bd,"$5,900+"
637,"107 Columbia Rd, Dorchester, MA",3 bd,"$3,400+"
638,"231 Park Dr, Boston, MA",Studio,"$2,300+"
639,"231 Park Dr, Boston, MA",1 bd,"$2,625+"
640,"231 Park Dr, Boston, MA",2 bd,"$3,100+"
641,"20 Murdock St #2, Brighton, MA 02135",5 bds,"$5,200/mo"
642,"181 Beacon St, Boston, MA",1 bd,"$3,000+"
643,"26 Pratt St #1, Allston, MA 02134",4 bds,"$5,000/mo"
644,"10 Arlington St #1, Brighton, MA 02135",5 bds,"$4,700/mo"
645,"62 Gordon St, Boston, MA",2 bd,"$4,075+"
646,"62 Gordon St, Boston, MA",3 bd,"$5,195+"
647,"22 Sparhawk St #2, Brighton, MA 02135",5 bds,"$5,250/mo"
648,"1522 Commonwealth Ave #2, Brighton, MA 02135",4 bds,"$4,700/mo"
649,"50 Brooks St #2, Brighton, MA 02135",3 bds,"$3,200/mo"
650,"89-93 Westland Ave, Boston, MA",Studio,"$2,400+"
651,"89-93 Westland Ave, Boston, MA",1 bd,"$3,300+"
652,"89-93 Westland Ave, Boston, MA",2 bd,"$3,400+"
653,"89-93 Westland Ave, Boston, MA",3 bd,"$5,100+"
654,"23 Claymoss Rd, Boston, MA",3 bd,"$3,300+"
655,"191 Porter St, Boston, MA",Studio,"$2,400+"
656,"191 Porter St, Boston, MA",1 bd,"$2,450+"
657,"191 Porter St, Boston, MA",2 bd,"$3,550+"
658,"(undisclosed Address), Brighton, MA 02135",1 bd,"$2,750/mo"
659,"91 Parsons St #1, Brighton, MA 02135",5 bds,"$5,000/mo"
660,"88 Wallingford Rd, Brighton, MA",2 bd,"$2,500+"
661,"88 Wallingford Rd, Brighton, MA",4 bd,"$4,200+"
662,"26 Easton St #3, Allston, MA 02134",Studio ba,"$3,100/mo"
663,"229 Chestnut Hill Ave #1, Brighton, MA 02135",4 bds,"$5,800/mo"
664,"658 Massachusetts Ave, Boston, MA",Studio,"$2,900+"
665,"658 Massachusetts Ave, Boston, MA",2 bd,"$3,900+"
666,"21 Ransom Rd #2, Brighton, MA 02135",4 bds,"$4,500/mo"
667,"21-23 Weitz St, Allston, MA",4 bd,"$4,000+"
668,"25 Murdock St FLOOR 1, Brighton, MA 02135",4 bds,"$4,850/mo"
669,"1100 Vfw Pkwy #3306, West Roxbury, MA 02132",1 bd,"$2,400/mo"
670,"46 Donnybrook Rd #2, Brighton, MA 02135",4 bds,"$4,400/mo"
671,"35 Glencoe St, Brighton, MA",Studio,"$2,200+"
672,"1653 Commonwealth Ave, Brighton, MA",3 bd,"$3,300+"
673,"1653 Commonwealth Ave, Brighton, MA",4 bd,"$3,600+"
674,"11 Oakland St #1, Brighton, MA 02135",3 bds,"$3,600/mo"
675,"64 Wallingford Rd #2, Brighton, MA 02135",4 bds,"$4,400/mo"
676,"15 Egremont Rd, Boston, MA",1 bd,"$2,145+"
677,"15 Egremont Rd, Boston, MA",2 bd,"$2,750+"
678,"30 Lake Shore Ter, Brighton, MA",2 bd,"$2,575+"
679,"30 Lake Shore Ter, Brighton, MA",3 bd,"$3,300+"
680,"38 Gerrish St, Brighton, MA",4 bd,"$4,600+"
681,"35 Orkney Rd APT 3, Brighton, MA 02135",4 bds,"$4,400/mo"
682,"44 Gardena St #3, Brighton, MA 02135",3 bds,"$4,000/mo"
683,"199 Peterborough St, Boston, MA",Studio,"$2,550+"
684,"9-11 Burney St #407, Roxbury Crossing, MA 02120",1 bd,"$3,250/mo"
685,"(undisclosed Address), Allston, MA 02134",2 bds,"$3,895/mo"
686,"9 Lothrop St #1, Brighton, MA 02135",3 bds,"$3,400/mo"
687,"109 Lanark Rd #1, Brighton, MA 02135",4 bds,"$4,300/mo"
688,"(undisclosed Address), Brighton, MA 02135",4 bds,"$3,800/mo"
689,"73 Gainsborough St, Boston, MA",1 bd,"$3,400+"
690,"73 Gainsborough St, Boston, MA",3 bd,"$6,600+"
691,"36 Arlington St #1, Brighton, MA 02135",5 bds,"$4,700/mo"
692,"96 Linden St APT 3, Allston, MA 02134",1 bd,"$2,600/mo"
693,"605 E 3rd St #1, Boston, MA 02127",3 bds,"$4,325/mo"
694,"18 Claymoss Rd #2, Brighton, MA 02135",4 bds,"$4,400/mo"
695,"41 Anderson St, Boston, MA",Studio,"$2,000+"
